,station_id,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,last_reported,is_charging_station,status,is_installed,is_renting,is_returning,traffic,num_bikes_available_types.mechanical,num_bikes_available_types.ebike
245,7285,15,0,21,0,1738636504,False,IN_SERVICE,1,1,1,,14,1
246,7286,12,1,5,0,1738636401,False,IN_SERVICE,1,1,1,,12,0
247,7287,15,0,0,0,1738636457,False,IN_SERVICE,1,1,1,,15,0
248,7288,13,2,15,0,1738636404,False,IN_SERVICE,1,1,1,,13,0
249,7289,8,1,14,0,1738636486,False,IN_SERVICE,1,1,1,,8,0
250,7291,9,0,6,0,1738636413,False,IN_SERVICE,1,1,1,,9,0
251,7292,5,0,19,0,1738636368,False,IN_SERVICE,1,1,1,,5,0
252,7296,5,0,14,0,1738636496,False,IN_SERVICE,1,1,1,,4,1
253,7297,1,0,18,0,1738636442,False,IN_SERVICE,1,1,1,,0,1
254,7298,4,1,20,0,1738636395,False,IN_SERVICE,1,1,1,,4,0
255,7299,8,1,6,0,1738636509,False,IN_SERVICE,1,1,1,,8,0
256,7301,6,0,9,0,1738636441,False,IN_SERVICE,1,1,1,,6,0
257,7302,2,1,8,0,1738636450,False,IN_SERVICE,1,1,1,,2,0
258,7303,13,0,6,0,1738636407,False,IN_SERVICE,1,1,1,,13,0
259,7309,9,0,14,0,1738636349,False,IN_SERVICE,1,1,1,,9,0
260,7311,5,1,13,0,1738636370,False,IN_SERVICE,1,1,1,,4,1
261,7312,3,0,8,0,1738636422,False,IN_SERVICE,1,1,1,,3,0
262,7313,12,0,3,0,1738636472,False,IN_SERVICE,1,1,1,,12,0
263,7314,9,0,6,0,1738636475,False,IN_SERVICE,1,1,1,,9,0
264,7315,10,0,1,0,1738636483,False,IN_SERVICE,1,1,1,,10,0
265,7316,2,0,13,0,1738636392,False,IN_SERVICE,1,1,1,,2,0
266,7317,14,0,5,0,1738636359,False,IN_SERVICE,1,1,1,,14,0
267,7318,14,0,1,0,1738636370,False,IN_SERVICE,1,1,1,,14,0
268,7319,10,0,1,0,1738636434,False,IN_SERVICE,1,1,1,,10,0
269,7320,18,0,1,0,1738636379,False,IN_SERVICE,1,1,1,,18,0
270,7321,17,0,2,0,1738636485,False,IN_SERVICE,1,1,1,,17,0
271,7322,15,0,4,0,1738636482,False,IN_SERVICE,1,1,1,,15,0
272,7323,12,1,6,0,1738636414,False,IN_SERVICE,1,1,1,,12,0
273,7324,7,1,14,0,1738636333,False,IN_SERVICE,1,1,1,,7,0
274,7326,11,0,8,0,1738636443,False,IN_SERVICE,1,1,1,,11,0
275,7327,6,0,9,1,1738636508,False,IN_SERVICE,1,1,1,,6,0
276,7329,11,0,8,0,1738636426,False,IN_SERVICE,1,1,1,,11,0
277,7331,1,0,18,0,1738636492,False,IN_SERVICE,1,1,1,,1,0
278,7332,11,0,12,0,1738636470,False,IN_SERVICE,1,1,1,,5,6
279,7333,8,0,10,1,1738636445,False,IN_SERVICE,1,1,1,,8,0
280,7334,12,0,3,0,1738636411,False,IN_SERVICE,1,1,1,,12,0
281,7335,2,0,17,0,1738636348,False,IN_SERVICE,1,1,1,,2,0
282,7336,16,1,2,0,1738636442,False,IN_SERVICE,1,1,1,,16,0
283,7337,15,1,7,0,1738636415,False,IN_SERVICE,1,1,1,,15,0
284,7338,12,0,7,0,1738636391,False,IN_SERVICE,1,1,1,,12,0
285,7339,8,0,7,0,1738636402,False,IN_SERVICE,1,1,1,,8,0
286,7340,4,0,11,0,1738636377,False,IN_SERVICE,1,1,1,,4,0
287,7341,9,0,6,0,1738636472,False,IN_SERVICE,1,1,1,,9,0
288,7342,8,0,3,0,1738636431,False,IN_SERVICE,1,1,1,,8,0
289,7343,7,1,14,1,1738636427,False,IN_SERVICE,1,1,1,,7,0
290,7344,14,1,33,0,1738636399,False,IN_SERVICE,1,1,1,,14,0
291,7345,16,0,15,0,1738636422,False,IN_SERVICE,1,1,1,,16,0
292,7346,14,0,9,0,1738636437,False,IN_SERVICE,1,1,1,,13,1
293,7347,0,1,14,0,1738636423,False,IN_SERVICE,1,1,1,,0,0
294,7348,9,0,10,0,1738636373,False,IN_SERVICE,1,1,1,,8,1
295,7349,1,1,20,1,1738636384,False,IN_SERVICE,1,1,1,,1,0
296,7350,14,1,8,0,1738636394,False,IN_SERVICE,1,1,1,,14,0
297,7351,6,0,13,0,1738636447,False,IN_SERVICE,1,1,1,,6,0
298,7352,6,0,12,0,1738636414,False,IN_SERVICE,1,1,1,,6,0
299,7353,2,0,17,0,1738636447,False,IN_SERVICE,1,1,1,,2,0
300,7354,8,2,21,0,1738636392,False,IN_SERVICE,1,1,1,,8,0
301,7355,7,0,8,0,1738636451,False,IN_SERVICE,1,1,1,,7,0
302,7356,24,0,7,0,1738636397,False,IN_SERVICE,1,1,1,,24,0
303,7357,15,1,1,0,1738636477,False,IN_SERVICE,1,1,1,,15,0
304,7358,1,0,16,0,1738636390,False,IN_SERVICE,1,1,1,,1,0
305,7359,15,0,6,2,1738636413,False,IN_SERVICE,1,1,1,,15,0
306,7360,8,0,9,0,1738636411,False,IN_SERVICE,1,1,1,,8,0
307,7361,5,0,14,0,1738636332,False,IN_SERVICE,1,1,1,,5,0
308,7362,5,0,13,0,1738636478,False,IN_SERVICE,1,1,1,,5,0
309,7363,11,0,4,0,1738636440,False,IN_SERVICE,1,1,1,,10,1
310,7364,16,0,3,0,1738636443,False,IN_SERVICE,1,1,1,,16,0
311,7365,20,1,2,0,1738636433,False,IN_SERVICE,1,1,1,,20,0
312,7366,2,0,18,0,1738636394,False,IN_SERVICE,1,1,1,,2,0
313,7367,7,1,7,0,1738636419,False,IN_SERVICE,1,1,1,,7,0
314,7368,5,1,0,0,1738636395,False,IN_SERVICE,1,1,1,,5,0
315,7371,1,0,19,0,1738636448,False,IN_SERVICE,1,1,1,,1,0
316,7373,9,0,5,1,1738636393,False,IN_SERVICE,1,1,1,,9,0
317,7374,6,0,13,0,1738636346,False,IN_SERVICE,1,1,1,,6,0
318,7375,11,0,0,0,1738636357,False,IN_SERVICE,1,1,1,,11,0
319,7376,0,0,17,2,1738636474,False,IN_SERVICE,1,1,1,,0,0
320,7377,11,0,24,0,1738636501,False,IN_SERVICE,1,1,1,,11,0
321,7378,3,0,12,0,1738636488,False,IN_SERVICE,1,1,1,,3,0
322,7379,0,1,12,2,1738636476,False,IN_SERVICE,1,1,1,,0,0
323,7380,0,0,16,0,1738636485,False,IN_SERVICE,1,1,1,,0,0
324,7381,1,0,34,0,1738636408,False,IN_SERVICE,1,1,1,,1,0
325,7383,10,0,4,0,1738636452,False,IN_SERVICE,1,1,1,,10,0
326,7384,0,0,9,0,1738636458,False,IN_SERVICE,1,1,1,,0,0
327,7385,1,0,32,0,1738636454,True,IN_SERVICE,1,1,1,,1,0
328,7386,3,0,13,0,1738636387,False,IN_SERVICE,1,1,1,,3,0
329,7387,1,1,10,0,1738636355,False,IN_SERVICE,1,1,1,,1,0
330,7388,2,0,12,1,1738636394,False,IN_SERVICE,1,1,1,,2,0
331,7389,20,0,5,0,1738636503,False,IN_SERVICE,1,1,1,,20,0
332,7391,22,1,6,0,1738636375,False,IN_SERVICE,1,1,1,,22,0
333,7395,1,0,22,0,1738636348,False,IN_SERVICE,1,1,1,,1,0
334,7398,18,0,1,0,1738636400,False,IN_SERVICE,1,1,1,,18,0
335,7399,16,2,0,0,1738636352,False,IN_SERVICE,1,1,1,,16,0
336,7400,10,0,13,0,1738636489,False,IN_SERVICE,1,1,1,,10,0
